team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PHI,2025,PHI,PHI,Team Level,5on5,82,0.51,0.48,0.49,244923,1781.02,153.81,119.88,442.31,60.03,946.43,699.54,148.2,154.18,148.57,1577,845,908,3330,161,176,15,357,5,841,882,1416,2261,270,614,1708,1790,292,1070,1802,484,136,55.88,59.75,38.18,74,63,24,3331.42,2422,2423.01,524,25,35.56,35.98,142.83,143.23,141.03,1864.03,149.97,119.77,470.99,62.81,1003.06,746.47,145,150.78,145.79,1576,978,1089,3643,149,182,17,325,2,933,963,1427,2405,256,588,1716,1632,290,1048,1989,417,148,58.51,50.06,41.39,74,59,16,3655.68,2554,2564.96,489,24.92,35.5,35.5,139.32,140.04,137.87
PHI,2025,PHI,PHI,Team Level,4on5,82,0.12,0.12,0.14,23705,57.3,6.34,3.17,8.77,1.8,18.18,38.73,6.25,6.34,6.25,65,12,7,84,6,3,0,3,0,11,54,59,71,8,24,202,38,27,42,48,20,9,1.33,2.47,2.54,1,4,1,84,77,77,39,0.72,1.03,1.03,6.04,6.04,6,356.94,47.06,32.55,75.2,11.72,210.04,108.44,43.98,47.06,43.98,317,168,159,644,53,39,7,56,0,192,145,264,432,18,34,192,16,17,77,343,90,52,11.58,10.6,24.87,14,11,28,644,485,485,7,8.54,9.19,9.19,46.4,46.4,43.76
PHI,2025,PHI,PHI,Team Level,5on4,82,0.9,0.88,0.87,22391,360.32,44.1,35.12,80.09,12.7,203.43,106.55,40.3,44.1,40.3,303,179,137,619,33,66,10,59,0,174,150,270,449,23,49,192,21,7,62,338,85,59,8.8,10.04,25.26,6,5,22,619,482,482,3,9.24,15.78,15.47,37.86,37.86,35.77,54.47,5.01,2.61,8.26,1.72,16.79,37.61,4.9,5.01,4.9,58,14,12,84,7,4,0,5,0,11,45,51,65,12,27,196,55,31,49,53,14,5,1.95,1.77,1.29,4,3,0,84,72,72,43,0.59,0.83,0.83,4.78,4.78,4.7
ANA,2025,ANA,ANA,Team Level,other,82,0.48,0.54,0.54,11040,202.44,39.07,14.2,38.74,6.64,106.97,66.39,37.04,39.07,37.04,179,93,85,357,43,13,3,25,0,106,85,136,229,6,12,129,30,35,42,147,78,47,6.46,9.57,23.04,6,14,23,357,272,272,19,4.21,3.87,3.87,39.41,39.41,37.82,169.78,41.86,12.22,30.39,5.83,85.58,57.13,40.05,41.86,40.05,146,87,74,307,35,19,1,15,0,88,76,111,198,8,16,145,28,29,52,104,70,59,4.26,8.46,29.14,6,8,21,307,233,233,19,3.66,4.53,4.38,41.14,41.14,39.9
ANA,2025,ANA,ANA,Team Level,all,82,0.51,0.52,0.52,300631,2897.51,285.6,199.13,702.47,99.43,1546.37,1113.14,270.44,284.06,269.03,2527,1421,1382,5330,265,343,42,542,5,1368,1425,2262,3683,305,700,2290,1718,416,1283,2872,791,285,86.01,98.61,100.98,89,99,77,5287.59,3948,3919.92,575,44.66,70.72,70.79,259.41,258.38,250.87,2654.13,275.2,184.75,632.73,89.89,1402.48,1014.96,262.39,277.38,264.47,2326,1274,1287,4887,288,283,27,503,9,1279,1238,2038,3312,319,722,2481,1528,383,1396,2553,768,279,80.29,93.78,101.13,102,111,75,4944.42,3600,3637.83,647,41.76,56.36,56.89,260.07,262.04,255.34
ANA,2025,ANA,ANA,Team Level,5on5,82,0.52,0.52,0.52,240827,2234.41,187.07,145.65,568.84,77.14,1194.77,881.66,179.15,185.53,177.75,1929,1128,1127,4184,171,264,27,449,4,1057,1112,1758,2886,271,629,1770,1622,334,1110,2329,559,169,69.14,69.58,48.35,78,64,29,4141.59,3057,3028.92,512,30.37,50.31,50.38,167,165.97,163.02,2040.01,173.14,134.67,512.57,68.87,1080.03,798.72,165.28,175.33,167.35,1770,998,1040,3808,190,215,21,409,8,998,948,1580,2578,286,656,1868,1449,308,1185,2064,560,144,65.48,68.48,39.19,86,82,22,3865.42,2768,2805.83,576,28.18,39.31,40.37,160.95,162.93,159.37
ANA,2025,ANA,ANA,Team Level,4on5,82,0.13,0.14,0.16,24018,72.4,8.14,4.06,11.09,2.38,23.02,47.33,7.7,8.14,7.7,81,15,18,114,7,7,1,7,0,17,58,74,89,9,18,164,52,26,50,58,27,11,1.64,3.69,2.82,0,5,2,114,96,96,36,0.92,1.82,1.82,7.24,7.24,7.2,379.86,52.78,34.63,80.59,13.18,217.6,116.2,50.03,52.78,50.03,340,175,163,678,58,45,5,75,1,175,161,282,457,12,24,277,15,15,104,335,114,66,9.24,13.51,30.05,9,17,32,678,515,515,7,9.18,11.29,10.91,51.05,51.05,49.43
ANA,2025,ANA,ANA,Team Level,5on4,82,0.87,0.88,0.86,24746,388.25,51.33,35.23,83.8,13.27,221.61,117.75,46.55,51.33,46.55,338,185,152,675,44,59,11,61,1,188,170,294,479,19,41,227,14,21,81,338,127,58,8.77,15.78,26.78,5,16,23,675,523,523,8,9.16,14.72,14.72,45.77,45.77,42.84,64.49,7.4,3.23,9.18,2,19.28,42.91,7.03,7.4,7.03,70,14,10,94,5,4,0,4,0,18,53,65,79,13,26,191,36,31,55,50,24,10,1.31,3.33,2.76,1,4,0,94,84,84,45,0.75,1.23,1.23,6.92,6.92,6.64
CBJ,2025,CBJ,CBJ,Team Level,other,82,0.5,0.49,0.5,10563,170.18,35.32,11.61,30.93,5.62,86.89,58.61,33.3,35.32,33.3,159,70,71,300,34,11,2,24,2,90,68,125,195,3,6,124,34,22,34,129,54,46,5.24,6.14,23.93,2,10,22,300,229,229,12,3.4,3.22,3.22,35.5,35.5,33.66,169.73,35.73,12.16,30.48,5.8,89.94,57.89,31.84,35.73,31.84,148,84,79,311,36,15,1,22,0,80,79,112,196,6,12,139,26,18,37,119,63,50,5.08,7.87,22.79,9,8,19,311,232,232,15,3.51,5.74,5.74,33.5,33.5,31.97
CBJ,2025,CBJ,CBJ,Team Level,all,82,0.5,0.5,0.5,300143,2654.08,258.93,178.71,639.41,89.54,1397.69,1035.72,243.77,260.85,245.69,2411,1189,1378,4978,246,295,26,513,4,1316,1226,2165,3354,269,607,2359,1577,413,1274,2662,650,288,81.2,79.44,98.29,99,86,61,5045.07,3600,3643.8,614,39.67,62.76,62.76,235.84,237.93,229.92,2667.61,258.77,184.41,646.88,90.67,1441.16,1029.13,243.25,258.19,242.7,2365,1286,1338,4989,251,276,24,550,11,1292,1271,2114,3400,239,554,2306,1501,374,1268,2744,631,276,83.79,77.55,97.43,116,64,71,4952.82,3651,3633.07,600,41.18,61.77,62.72,237.23,236.79,230.08
CBJ,2025,CBJ,CBJ,Team Level,5on5,82,0.52,0.51,0.51,248835,2137.38,181.84,138.84,536.62,72.4,1127.8,849.5,172.83,183.77,174.76,1909,998,1175,4082,174,249,20,422,2,1066,994,1735,2733,239,546,1885,1505,352,1146,2221,494,192,66.83,61.72,53.3,88,66,20,4149.07,2907,2950.8,567,28.99,49.75,49.75,161.09,163.17,159.5,2071.35,167.95,134.4,530.09,70.56,1115.95,828.05,160.47,167.37,159.91,1830,1017,1104,3951,162,204,15,460,8,1026,987,1668,2685,220,513,1813,1412,307,1135,2237,447,163,66.57,55.32,46.05,96,42,24,3914.82,2847,2829.07,556,27.97,42.49,42.49,153.43,152.99,149.79
CBJ,2025,CBJ,CBJ,Team Level,4on5,82,0.08,0.11,0.13,21419,54.92,4.64,2.68,8.09,1.71,17.23,39.65,4.59,4.64,4.59,64,10,7,81,5,3,0,4,0,13,49,59,69,8,16,167,23,31,37,52,20,2,1.68,2.36,0.6,3,2,0,81,74,74,29,0.62,0.32,0.32,4.94,4.94,4.91,383.11,51.42,35.72,79.56,12.86,220.5,112.95,47.29,51.42,47.29,342,171,151,664,50,57,8,64,3,177,162,292,463,6,12,196,16,16,62,342,113,58,10.9,13.36,27.17,9,13,28,664,513,513,4,9.2,13.55,14.5,46.12,46.12,44.18
CBJ,2025,CBJ,CBJ,Team Level,5on4,82,0.91,0.89,0.87,19326,291.6,37.13,25.59,63.77,9.79,165.76,87.97,33.03,37.13,33.03,279,111,125,515,33,32,4,63,0,147,115,246,357,19,39,183,15,8,57,260,82,48,7.45,9.22,20.46,6,8,19,515,390,390,6,6.65,9.48,9.48,34.31,34.31,31.85,43.43,3.69,2.13,6.73,1.45,14.77,30.24,3.66,3.69,3.66,45,14,4,63,3,0,0,4,0,9,43,42,56,7,17,158,47,33,34,46,8,5,1.25,1,1.43,2,1,0,63,59,59,25,0.5,0,0,4.18,4.18,4.16
